%% LaTeX2e file `dr3.dat'
%% generated by the `filecontents' environment
%% from source `bare_conf_compsoc' on 2018/05/14.
%%
8,0.499,1,1,1
8.7,0.505,1,1,1
9.5,0.501,1,1,1
10.3,0.505,1,1,1
