%% LaTeX2e file `lr0.dat'
%% generated by the `filecontents' environment
%% from source `bare_conf_compsoc' on 2018/05/14.
%%
0.1,1
0.01,2
0.001,2
0.0001,3
0.00001,3
0.000001,4

